event_id,customer_id,event_type
E0093815,C002678,App Open
E0093816,C003997,Restaurant View
E0093817,C003361,Restaurant View
E0093818,C002996,Add To Cart
E0093819,C003487,Restaurant View
E0093820,C004516,Order Complete
E0093821,C001919,Checkout
E0093822,C003621,Order Complete
E0093823,C002241,Menu View
E0093824,C004343,Checkout
E0093825,C002105,Menu View
E0093826,C001285,Add To Cart
E0093827,C001993,Restaurant View
E0093828,C000411,Checkout
E0093829,C004865,Checkout
E0093830,C003115,Add To Cart
E0093831,C000567,Restaurant View
E0093832,C000480,Add To Cart
E0093833,C000861,Add To Cart
E0093834,C004300,Add To Cart
E0093835,C002360,Checkout
E0093836,C003983,Checkout
E0093837,C000387,Checkout
E0093838,C000313,Add To Cart
E0093839,C003090,Add To Cart
E0093840,C000530,Restaurant View
E0093841,C002493,Menu View
E0093842,C003584,Checkout
E0093843,C003774,Restaurant View
E0093844,C001453,Menu View
E0093845,C003715,Checkout
E0093846,C000783,Restaurant View
E0093847,C002052,Restaurant View
E0093848,C001721,Restaurant View
E0093849,C002857,Menu View
E0093850,C000756,Restaurant View
E0093851,C001802,App Open
E0093852,C002698,Order Complete
E0093853,C002815,Add To Cart
E0093854,C002497,App Open
E0093855,C002258,Order Complete
E0093856,C004238,Add To Cart
E0093857,C001116,Checkout
E0093858,C001371,Order Complete
E0093859,C000770,Order Complete
E0093860,C004900,Restaurant View
E0093861,C000168,Order Complete
E0093862,C001837,Restaurant View
E0093863,C002872,Add To Cart
E0093864,C000105,App Open
E0093865,C000488,App Open
E0093866,C001092,Menu View
E0093867,C000359,Order Complete
E0093868,C001877,Checkout
E0093869,C004999,Restaurant View
E0093870,C002414,Order Complete
E0093871,C003060,Add To Cart
E0093872,C001886,Restaurant View
E0093873,C003427,App Open
E0093874,C001363,Add To Cart
E0093875,C002064,Checkout
E0093876,C003746,Restaurant View
E0093877,C000056,Checkout
E0093878,C003085,Restaurant View
E0093879,C003712,Order Complete
E0093880,C001673,Checkout
E0093881,C000165,App Open
E0093882,C003666,Checkout
E0093883,C003382,Checkout
E0093884,C000540,App Open
E0093885,C004965,Add To Cart
E0093886,C001709,Restaurant View
E0093887,C002738,Menu View
E0093888,C002776,Restaurant View
E0093889,C002924,Restaurant View
E0093890,C002930,Order Complete
E0093891,C001878,Add To Cart
E0093892,C001133,Order Complete
E0093893,C003636,App Open
E0093894,C001738,App Open
E0093895,C002438,Order Complete
E0093896,C001512,Checkout
E0093897,C002458,Checkout
E0093898,C000515,Order Complete
E0093899,C001972,Checkout
E0093900,C004137,Order Complete
E0093901,C004665,App Open
E0093902,C002584,Restaurant View
E0093903,C000295,Restaurant View
E0093904,C003524,Add To Cart
E0093905,C001419,Restaurant View
E0093906,C002750,Checkout
E0093907,C002177,Menu View
E0093908,C000774,App Open
E0093909,C002871,Restaurant View
E0093910,C000086,Order Complete
E0093911,C004389,Restaurant View
E0093912,C003412,Menu View
E0093913,C001651,App Open
E0093914,C002873,Restaurant View
E0093915,C003083,Restaurant View
E0093916,C003010,Restaurant View
E0093917,C002634,Menu View
E0093918,C000676,Menu View
E0093919,C000765,Order Complete
E0093920,C000248,Order Complete
E0093921,C000714,App Open
E0093922,C000779,App Open
E0093923,C004724,Menu View
E0093924,C000445,Order Complete
E0093925,C000729,Checkout
E0093926,C004224,Checkout
E0093927,C004098,Checkout
E0093928,C001278,Checkout
E0093929,C002469,Restaurant View
E0093930,C002923,Add To Cart
E0093931,C004015,Restaurant View
E0093932,C003283,App Open
E0093933,C003863,Order Complete
E0093934,C002369,Restaurant View
E0093935,C000581,Menu View
E0093936,C000867,Add To Cart
E0093937,C001590,App Open
E0093938,C004273,Order Complete
E0093939,C001357,Checkout
E0093940,C000583,Order Complete
E0093941,C000607,Order Complete
E0093942,C001499,Checkout
E0093943,C000899,Checkout
E0093944,C001581,Restaurant View
E0093945,C001090,Add To Cart
E0093946,C003112,Order Complete
E0093947,C004941,Menu View
E0093948,C002955,Menu View
E0093949,C000573,Add To Cart
E0093950,C004447,Add To Cart
E0093951,C003222,Checkout
E0093952,C000036,Restaurant View
E0093953,C002842,Checkout
E0093954,C001859,Restaurant View
E0093955,C004722,Checkout
E0093956,C003486,Order Complete
E0093957,C000178,Order Complete
E0093958,C000917,Menu View
E0093959,C001849,Menu View
E0093960,C004525,Restaurant View
E0093961,C000879,Add To Cart
E0093962,C002765,Checkout
E0093963,C003384,Order Complete
E0093964,C001217,Menu View
E0093965,C003173,Add To Cart
E0093966,C003186,Order Complete
E0093967,C003681,Order Complete
E0093968,C003864,Restaurant View
E0093969,C004858,Menu View
E0093970,C003457,Order Complete
E0093971,C004411,Menu View
E0093972,C004549,Order Complete
E0093973,C000188,Add To Cart
E0093974,C003271,Menu View
E0093975,C002267,Menu View
E0093976,C001074,App Open
E0093977,C001806,Checkout
E0093978,C004382,Order Complete
E0093979,C002735,Checkout
E0093980,C001515,Menu View
E0093981,C001478,App Open
E0093982,C003458,Restaurant View
E0093983,C002992,Checkout
E0093984,C002968,Menu View
E0093985,C000717,Add To Cart
E0093986,C000089,Restaurant View
E0093987,C000918,Restaurant View
E0093988,C000915,Restaurant View
E0093989,C004402,Add To Cart
E0093990,C003261,Add To Cart
E0093991,C003484,Add To Cart
E0093992,C000539,App Open
E0093993,C000961,Order Complete
E0093994,C004507,Checkout
E0093995,C000799,Checkout
E0093996,C002213,Order Complete
E0093997,C002123,Checkout
E0093998,C001521,App Open
E0093999,C003241,Restaurant View
E0094000,C003409,Restaurant View
E0094001,C003287,Order Complete
E0094002,C000110,App Open
E0094003,C000147,Order Complete
E0094004,C001925,App Open
E0094005,C000975,App Open
E0094006,C003665,App Open
E0094007,C001991,App Open
E0094008,C001002,Order Complete
E0094009,C000322,Restaurant View
E0094010,C003572,Checkout
E0094011,C004523,Restaurant View
E0094012,C001587,Checkout
E0094013,C000888,Menu View
E0094014,C001381,Order Complete
E0094015,C002427,Restaurant View
E0094016,C002609,App Open
E0094017,C000170,Menu View
E0094018,C000296,App Open
E0094019,C000248,Checkout
E0094020,C002207,Order Complete
E0094021,C000702,Add To Cart
E0094022,C001338,Add To Cart
E0094023,C001631,Menu View
E0094024,C004655,Restaurant View
E0094025,C002989,Checkout
E0094026,C002476,Checkout
E0094027,C003633,Menu View
E0094028,C000550,Order Complete
E0094029,C004891,Checkout
E0094030,C000010,Menu View
E0094031,C001628,Add To Cart
E0094032,C001039,Restaurant View
E0094033,C002499,Checkout
E0094034,C001209,App Open
E0094035,C003209,Menu View
E0094036,C000360,Order Complete
E0094037,C001600,Menu View
E0094038,C001617,Order Complete
E0094039,C002649,Menu View
E0094040,C003327,Menu View
E0094041,C001851,Checkout
E0094042,C001157,Checkout
E0094043,C004689,App Open
E0094044,C000845,Add To Cart
E0094045,C004316,Checkout
E0094046,C000051,App Open
E0094047,C000789,Menu View
E0094048,C003520,App Open
E0094049,C000552,Checkout
E0094050,C000151,Menu View
E0094051,C001785,Order Complete
E0094052,C002092,Restaurant View
E0094053,C001235,Menu View
E0094054,C001055,Restaurant View
E0094055,C001455,Restaurant View
E0094056,C001240,App Open
E0094057,C004104,Add To Cart
E0094058,C002446,Add To Cart
E0094059,C001093,Checkout
E0094060,C000558,App Open
E0094061,C003108,Menu View
E0094062,C003643,Order Complete
E0094063,C001093,App Open
E0094064,C002936,Add To Cart
E0094065,C001126,Restaurant View
E0094066,C000903,Menu View
E0094067,C003117,Order Complete
E0094068,C003627,Checkout
E0094069,C004771,Menu View
E0094070,C000301,Order Complete
E0094071,C001437,Order Complete
E0094072,C002259,Checkout
E0094073,C004937,App Open
E0094074,C000292,Restaurant View
E0094075,C004430,Menu View
E0094076,C002534,Add To Cart
E0094077,C000934,App Open
E0094078,C000759,Restaurant View
E0094079,C002623,Restaurant View
E0094080,C002583,Menu View
E0094081,C003429,Add To Cart
E0094082,C004944,Checkout
E0094083,C004788,Add To Cart
E0094084,C003609,App Open
E0094085,C000009,Restaurant View
E0094086,C003687,Order Complete
E0094087,C001669,Order Complete
E0094088,C004360,Order Complete
E0094089,C001438,Menu View
E0094090,C000360,Order Complete
E0094091,C001713,Add To Cart
E0094092,C001902,App Open
E0094093,C003643,Add To Cart
E0094094,C000207,Add To Cart
E0094095,C003443,Add To Cart
E0094096,C003184,Menu View
E0094097,C004171,Menu View
E0094098,C002000,App Open
E0094099,C004301,Menu View
E0094100,C000878,App Open
E0094101,C001370,Order Complete
E0094102,C004091,Add To Cart
E0094103,C004616,Add To Cart
E0094104,C001017,Add To Cart
E0094105,C002234,Order Complete
E0094106,C002123,Restaurant View
E0094107,C000515,Menu View
E0094108,C001520,Order Complete
E0094109,C000082,App Open
E0094110,C004809,Add To Cart
E0094111,C004049,App Open
E0094112,C003749,Checkout
E0094113,C003783,Order Complete
E0094114,C001661,Restaurant View
E0094115,C002118,App Open
E0094116,C002276,Checkout
E0094117,C001310,Add To Cart
E0094118,C003685,App Open
E0094119,C000509,Checkout
E0094120,C001018,Add To Cart
E0094121,C001866,App Open
E0094122,C002891,Checkout
E0094123,C004979,Order Complete
E0094124,C001561,Order Complete
E0094125,C004700,Restaurant View
E0094126,C002773,App Open
E0094127,C001921,Restaurant View
E0094128,C001100,Checkout
E0094129,C002808,Add To Cart
E0094130,C001340,Checkout
E0094131,C004787,Restaurant View
E0094132,C001196,Restaurant View
E0094133,C004432,Restaurant View
E0094134,C003203,Order Complete
E0094135,C001663,Order Complete
E0094136,C002560,Restaurant View
E0094137,C003758,Checkout
E0094138,C004363,Restaurant View
E0094139,C001645,App Open
E0094140,C000151,Restaurant View
E0094141,C004904,Menu View
E0094142,C004149,Order Complete
E0094143,C000786,Menu View
E0094144,C003008,App Open
E0094145,C001429,Add To Cart
E0094146,C001749,Checkout
E0094147,C002447,Restaurant View
E0094148,C002219,Add To Cart
E0094149,C004009,Checkout
E0094150,C002719,App Open
E0094151,C001376,Restaurant View
E0094152,C000237,Menu View
E0094153,C001772,Restaurant View
E0094154,C001638,Add To Cart
E0094155,C003986,Order Complete
E0094156,C003407,Restaurant View
E0094157,C003449,Menu View
E0094158,C001475,Checkout
E0094159,C002345,App Open
E0094160,C003138,Order Complete
E0094161,C000885,Add To Cart
E0094162,C001225,Add To Cart
E0094163,C001185,Add To Cart
E0094164,C003937,App Open
E0094165,C004885,Checkout
E0094166,C003737,Add To Cart
E0094167,C000268,Restaurant View
E0094168,C000362,Add To Cart
E0094169,C000995,Checkout
E0094170,C001980,Restaurant View
E0094171,C001357,Add To Cart
E0094172,C004681,Checkout
E0094173,C004480,App Open
E0094174,C001979,Menu View
E0094175,C004004,Restaurant View
E0094176,C003674,App Open
E0094177,C004017,Checkout
E0094178,C002213,Menu View
E0094179,C000398,Menu View
E0094180,C004626,Restaurant View
E0094181,C000998,Checkout
E0094182,C000817,Add To Cart
E0094183,C002016,Restaurant View
E0094184,C003390,App Open
E0094185,C004487,App Open
E0094186,C004870,Menu View
E0094187,C004481,Checkout
E0094188,C001142,Checkout
E0094189,C002777,Checkout
E0094190,C003950,Order Complete
E0094191,C004722,Checkout
E0094192,C004671,Checkout
E0094193,C001129,App Open
E0094194,C001624,Menu View
E0094195,C003639,Restaurant View
E0094196,C001580,Order Complete
E0094197,C002975,Order Complete
E0094198,C004806,Order Complete
E0094199,C003113,Order Complete
E0094200,C004940,App Open
E0094201,C003459,Restaurant View
E0094202,C001804,App Open
E0094203,C000159,Checkout
E0094204,C001240,Restaurant View
E0094205,C002708,Order Complete
E0094206,C003044,Menu View
E0094207,C002769,Checkout
E0094208,C000165,Restaurant View
E0094209,C001113,Menu View
E0094210,C003161,Menu View
E0094211,C002170,Menu View
E0094212,C003927,Checkout
E0094213,C004205,Restaurant View
E0094214,C004036,Menu View
E0094215,C004508,App Open
E0094216,C004227,Add To Cart
E0094217,C002816,Add To Cart
E0094218,C001622,Menu View
E0094219,C003759,Order Complete
E0094220,C004876,Menu View
E0094221,C001692,Order Complete
E0094222,C002199,App Open
E0094223,C003136,Order Complete
E0094224,C004011,Order Complete
E0094225,C001889,Restaurant View
E0094226,C003631,Restaurant View
E0094227,C003318,Checkout
E0094228,C001380,Order Complete
E0094229,C002176,Menu View
E0094230,C002967,Add To Cart
E0094231,C000661,Menu View
E0094232,C000729,Menu View
E0094233,C004268,Order Complete
E0094234,C004476,App Open
E0094235,C000496,Add To Cart
E0094236,C000392,Checkout
E0094237,C002448,Order Complete
E0094238,C002756,Add To Cart
E0094239,C003226,Add To Cart
E0094240,C002324,Add To Cart
E0094241,C001517,Order Complete
E0094242,C002061,Restaurant View
E0094243,C001090,App Open
E0094244,C004297,Checkout
E0094245,C001730,Restaurant View
E0094246,C001802,Restaurant View
E0094247,C002974,Menu View
E0094248,C003294,Order Complete
E0094249,C001340,Checkout
E0094250,C000246,Checkout
E0094251,C004126,App Open
E0094252,C000891,Checkout
E0094253,C002866,App Open
E0094254,C001326,Checkout
E0094255,C001196,Menu View
E0094256,C000529,Menu View
E0094257,C001508,Order Complete
E0094258,C000430,Menu View
E0094259,C004293,App Open
E0094260,C001992,Order Complete
E0094261,C000009,Add To Cart
E0094262,C002753,Menu View
E0094263,C002588,App Open
E0094264,C001621,Add To Cart
E0094265,C003578,Menu View
E0094266,C004181,Checkout
E0094267,C004395,Menu View
E0094268,C003485,Menu View
E0094269,C003990,Order Complete
E0094270,C004094,Add To Cart
E0094271,C001390,App Open
E0094272,C004618,Checkout
E0094273,C001651,Add To Cart
E0094274,C003795,Checkout
E0094275,C002664,Add To Cart
E0094276,C002276,Checkout
E0094277,C002501,Restaurant View
E0094278,C002829,Order Complete
E0094279,C003898,App Open
E0094280,C002651,Order Complete
E0094281,C004882,Restaurant View
E0094282,C004015,Menu View
E0094283,C000327,Restaurant View
E0094284,C003311,Restaurant View
E0094285,C000976,Restaurant View
E0094286,C000043,Checkout
E0094287,C002916,Checkout
E0094288,C000969,Add To Cart
E0094289,C001541,Checkout
E0094290,C002676,Order Complete
E0094291,C004609,App Open
E0094292,C002023,Menu View
E0094293,C004406,Order Complete
E0094294,C004014,Menu View
E0094295,C002482,App Open
E0094296,C003540,App Open
E0094297,C004641,Menu View
E0094298,C003633,Restaurant View
E0094299,C001866,App Open
E0094300,C004420,Menu View
E0094301,C004894,Restaurant View
E0094302,C002930,App Open
E0094303,C002139,App Open
E0094304,C004143,Checkout
E0094305,C001072,Checkout
E0094306,C002554,Order Complete
E0094307,C004614,App Open
E0094308,C004625,Menu View
E0094309,C002860,App Open
E0094310,C002351,Menu View
E0094311,C001247,Checkout
E0094312,C003032,App Open
E0094313,C004765,Menu View
E0094314,C004249,Menu View
E0094315,C001620,Add To Cart
E0094316,C004769,Restaurant View
E0094317,C000607,App Open
E0094318,C000667,App Open
E0094319,C002041,Add To Cart
E0094320,C003457,Restaurant View
E0094321,C002919,App Open
E0094322,C004335,Checkout
E0094323,C004867,Add To Cart
E0094324,C003073,App Open
E0094325,C003055,Checkout
E0094326,C004331,Add To Cart
E0094327,C004176,Order Complete
E0094328,C002966,Checkout
E0094329,C001258,Order Complete
E0094330,C000296,App Open
E0094331,C000969,Add To Cart
E0094332,C002894,Order Complete
E0094333,C001150,Menu View
E0094334,C001000,Checkout
E0094335,C003838,Add To Cart
E0094336,C000678,Checkout
E0094337,C001818,Order Complete
E0094338,C001227,Add To Cart
E0094339,C000202,Order Complete
E0094340,C004978,Checkout
E0094341,C002014,Add To Cart
E0094342,C000094,Checkout
E0094343,C004837,App Open
E0094344,C002957,Restaurant View
E0094345,C003798,Add To Cart
E0094346,C002323,Order Complete
E0094347,C004640,Restaurant View
E0094348,C004848,App Open
E0094349,C002439,App Open
E0094350,C004194,Menu View
E0094351,C000724,Checkout
E0094352,C003226,Menu View
E0094353,C000506,Menu View
E0094354,C004837,Order Complete
E0094355,C001627,App Open
E0094356,C004091,Checkout
E0094357,C003686,Restaurant View
E0094358,C000942,Restaurant View
E0094359,C002004,Order Complete
E0094360,C000906,Menu View
E0094361,C000425,App Open
E0094362,C000353,Restaurant View
E0094363,C004485,Checkout
E0094364,C002620,Restaurant View
E0094365,C002745,Order Complete
E0094366,C000450,App Open
E0094367,C002821,Add To Cart
E0094368,C001530,Menu View
E0094369,C003492,Add To Cart
E0094370,C000155,Menu View
E0094371,C003427,Restaurant View
E0094372,C000893,Menu View
E0094373,C000475,Order Complete
E0094374,C000753,Order Complete
E0094375,C002369,Menu View
E0094376,C002575,App Open
E0094377,C000434,Restaurant View
E0094378,C003034,Checkout
E0094379,C001062,App Open
E0094380,C002992,Add To Cart
E0094381,C003151,Checkout
E0094382,C004895,App Open
E0094383,C004538,Checkout
E0094384,C003915,Add To Cart
E0094385,C002878,Restaurant View
E0094386,C000165,Checkout
E0094387,C003278,Menu View
E0094388,C002755,Menu View
E0094389,C000487,Add To Cart
E0094390,C000154,Order Complete
E0094391,C003983,Add To Cart
E0094392,C003477,Restaurant View
E0094393,C000009,Order Complete
E0094394,C000355,Order Complete
E0094395,C003389,Menu View
E0094396,C000208,App Open
E0094397,C000350,App Open
E0094398,C004742,Menu View
E0094399,C004507,Menu View
E0094400,C003886,App Open
E0094401,C000916,Add To Cart
E0094402,C003566,Order Complete
E0094403,C004900,Add To Cart
E0094404,C001817,Checkout
E0094405,C003554,Menu View
E0094406,C001216,Checkout
E0094407,C000225,Add To Cart
E0094408,C001799,Add To Cart
E0094409,C002266,Restaurant View
E0094410,C002219,Checkout
E0094411,C000123,App Open
E0094412,C000604,Menu View
E0094413,C000532,Checkout
E0094414,C002052,Menu View
E0094415,C004817,Restaurant View
E0094416,C004110,Restaurant View
E0094417,C002198,Checkout
E0094418,C001080,Checkout
E0094419,C003951,Order Complete
E0094420,C001551,Order Complete
E0094421,C003451,Add To Cart
E0094422,C004080,Checkout
E0094423,C001479,Checkout
E0094424,C002549,Checkout
E0094425,C004304,Order Complete
E0094426,C000594,Checkout
E0094427,C002322,Order Complete
E0094428,C000418,Menu View
E0094429,C002454,Order Complete
E0094430,C002889,Checkout
E0094431,C001876,Add To Cart
E0094432,C002024,Menu View
E0094433,C003264,Add To Cart
E0094434,C000416,Checkout
E0094435,C003006,Add To Cart
E0094436,C004522,App Open
E0094437,C003399,Add To Cart
E0094438,C002643,App Open
E0094439,C001275,Menu View
E0094440,C000148,Menu View
E0094441,C002733,Restaurant View
E0094442,C002609,Checkout
E0094443,C004428,Menu View
E0094444,C000388,Add To Cart
E0094445,C003750,Menu View
E0094446,C004183,Menu View
E0094447,C001534,Checkout
E0094448,C000891,App Open
E0094449,C004911,Add To Cart
E0094450,C001325,Menu View
E0094451,C004875,Menu View
E0094452,C001379,Add To Cart
E0094453,C001304,Order Complete
E0094454,C003011,App Open
E0094455,C001515,Restaurant View
E0094456,C001350,App Open
E0094457,C000649,Restaurant View
E0094458,C002188,Menu View
E0094459,C003926,Restaurant View
E0094460,C003139,Add To Cart
E0094461,C002684,Add To Cart
E0094462,C002471,Checkout
E0094463,C002388,Order Complete
E0094464,C001527,Menu View
E0094465,C002266,Restaurant View
E0094466,C004987,App Open
E0094467,C000141,Checkout
E0094468,C000373,Restaurant View
E0094469,C000946,App Open
E0094470,C001757,App Open
E0094471,C002144,Add To Cart
E0094472,C004425,Menu View
E0094473,C001544,Add To Cart
E0094474,C001214,Order Complete
E0094475,C003596,Add To Cart
E0094476,C001323,Menu View
E0094477,C004760,Order Complete
E0094478,C002689,Checkout
E0094479,C002002,Add To Cart
E0094480,C000075,App Open
E0094481,C004502,App Open
E0094482,C002441,Restaurant View
E0094483,C001467,Checkout
E0094484,C000370,Menu View
E0094485,C002973,App Open
E0094486,C000735,Order Complete
E0094487,C002451,Restaurant View
E0094488,C002165,App Open
E0094489,C001611,Checkout
E0094490,C001260,Menu View
E0094491,C001015,Add To Cart
E0094492,C004395,Restaurant View
E0094493,C004182,Restaurant View
E0094494,C004529,Add To Cart
E0094495,C004915,Add To Cart
E0094496,C002646,Checkout
E0094497,C000334,Add To Cart
E0094498,C000909,Checkout
E0094499,C002004,Menu View
E0094500,C001041,App Open
E0094501,C000980,Checkout
E0094502,C003798,Checkout
E0094503,C004429,Checkout
E0094504,C004749,Order Complete
E0094505,C001492,Menu View
E0094506,C000343,Order Complete
E0094507,C000179,Restaurant View
E0094508,C002891,App Open
E0094509,C001904,Add To Cart
E0094510,C004179,Restaurant View
E0094511,C004020,Checkout
E0094512,C003415,Menu View
E0094513,C002107,App Open
E0094514,C000163,Add To Cart
E0094515,C003256,Restaurant View
E0094516,C003100,Order Complete
E0094517,C001123,Menu View
E0094518,C002563,Add To Cart
E0094519,C004177,Menu View
E0094520,C002640,Checkout
E0094521,C002135,App Open
E0094522,C000957,Menu View
E0094523,C004167,Checkout
E0094524,C003681,Order Complete
E0094525,C001802,App Open
E0094526,C000455,Checkout
E0094527,C002365,Add To Cart
E0094528,C002058,Order Complete
E0094529,C002707,Checkout
E0094530,C000391,Order Complete
E0094531,C001555,Order Complete
E0094532,C004605,App Open
E0094533,C004280,Restaurant View
E0094534,C000355,App Open
E0094535,C003534,Order Complete
E0094536,C002797,Add To Cart
E0094537,C004322,Restaurant View
E0094538,C004107,Menu View
E0094539,C001014,Restaurant View
E0094540,C000635,Add To Cart
E0094541,C002908,App Open
E0094542,C000097,Restaurant View
E0094543,C002395,Restaurant View
E0094544,C002343,Restaurant View
E0094545,C001104,Menu View
E0094546,C000504,Order Complete
E0094547,C003602,Add To Cart
E0094548,C000077,Order Complete
E0094549,C000549,Checkout
E0094550,C003793,Menu View
E0094551,C002449,Add To Cart
E0094552,C004135,Menu View
E0094553,C003417,Order Complete
E0094554,C000242,Add To Cart
E0094555,C001896,Restaurant View
E0094556,C002236,Order Complete
E0094557,C004708,Order Complete
E0094558,C002892,Checkout
E0094559,C002917,App Open
E0094560,C002632,Checkout
E0094561,C001966,App Open
E0094562,C004920,Order Complete
E0094563,C002092,Restaurant View
E0094564,C001367,Add To Cart
E0094565,C004010,Checkout
E0094566,C002046,Order Complete
E0094567,C001999,Restaurant View
E0094568,C000363,Order Complete
E0094569,C004574,Add To Cart
E0094570,C002483,Restaurant View
E0094571,C001550,Restaurant View
E0094572,C002253,Add To Cart
E0094573,C002408,Add To Cart
E0094574,C004179,Add To Cart
E0094575,C004663,Add To Cart
E0094576,C003367,Menu View
E0094577,C001389,Order Complete
E0094578,C003840,Add To Cart
E0094579,C000472,Checkout
E0094580,C004006,Restaurant View
E0094581,C003642,Checkout
E0094582,C001208,App Open
E0094583,C004201,Restaurant View
E0094584,C001570,Restaurant View
E0094585,C000747,Add To Cart
E0094586,C003025,Add To Cart
E0094587,C003845,Checkout
E0094588,C002975,Add To Cart
E0094589,C004291,Checkout
E0094590,C004571,App Open
E0094591,C004292,Menu View
E0094592,C004236,Menu View
E0094593,C003781,Order Complete
E0094594,C002605,Checkout
E0094595,C000967,Restaurant View
E0094596,C002513,Restaurant View
E0094597,C000633,App Open
E0094598,C004978,Order Complete
E0094599,C004627,App Open
E0094600,C001339,Checkout
E0094601,C001179,Order Complete
E0094602,C004820,Restaurant View
E0094603,C001938,Restaurant View
E0094604,C004129,Restaurant View
E0094605,C003682,Checkout
E0094606,C000370,Add To Cart
E0094607,C000500,Order Complete
E0094608,C000288,Menu View
E0094609,C003568,Checkout
E0094610,C004630,Menu View
E0094611,C000183,App Open
E0094612,C004055,Add To Cart
E0094613,C003691,Add To Cart
E0094614,C004254,Order Complete
E0094615,C001230,Menu View
E0094616,C003668,Order Complete
E0094617,C004933,Menu View
E0094618,C001659,Restaurant View
E0094619,C002250,Restaurant View
E0094620,C003890,Checkout
E0094621,C004102,App Open
E0094622,C001807,Add To Cart
E0094623,C004690,App Open
E0094624,C003909,Menu View
E0094625,C002649,Restaurant View
E0094626,C002658,Order Complete
E0094627,C002213,App Open
E0094628,C003713,Restaurant View
E0094629,C003073,Menu View
E0094630,C003743,Checkout
E0094631,C001362,Checkout
E0094632,C001406,Order Complete
E0094633,C004985,Menu View
E0094634,C001935,Checkout
E0094635,C000984,Menu View
E0094636,C000731,Order Complete
E0094637,C000197,App Open
E0094638,C001131,Order Complete
E0094639,C001341,Add To Cart
E0094640,C003159,Checkout
E0094641,C000361,Menu View
E0094642,C001882,Add To Cart
E0094643,C003831,Checkout
E0094644,C004916,Order Complete
E0094645,C004401,Checkout
E0094646,C001603,Checkout
E0094647,C004248,Restaurant View
E0094648,C000422,Checkout
E0094649,C000574,Menu View
E0094650,C003618,Restaurant View
E0094651,C003806,Add To Cart
E0094652,C003815,App Open
E0094653,C004714,Order Complete
E0094654,C004453,Menu View
E0094655,C003129,Checkout
E0094656,C004159,Add To Cart
E0094657,C001599,Menu View
E0094658,C004592,Menu View
E0094659,C004849,Checkout
E0094660,C001091,App Open
E0094661,C000409,Menu View
E0094662,C000001,App Open
E0094663,C001522,Order Complete
E0094664,C002237,Menu View
E0094665,C004186,App Open
E0094666,C000741,Checkout
E0094667,C000632,Checkout
E0094668,C001172,Menu View
E0094669,C000269,Add To Cart
E0094670,C001726,Order Complete
E0094671,C000704,App Open
E0094672,C003399,Order Complete
E0094673,C003168,App Open
E0094674,C002875,Add To Cart
E0094675,C002658,Checkout
E0094676,C003325,Add To Cart
E0094677,C003300,Checkout
E0094678,C002896,Restaurant View
E0094679,C004057,Order Complete
E0094680,C000693,App Open
E0094681,C002144,Restaurant View
E0094682,C000961,App Open
E0094683,C003095,Restaurant View
E0094684,C004588,Checkout
E0094685,C004179,Checkout
E0094686,C002903,Add To Cart
E0094687,C004261,Checkout
E0094688,C002317,App Open
E0094689,C000525,Add To Cart
E0094690,C000065,Restaurant View
E0094691,C002178,App Open
E0094692,C004142,Checkout
E0094693,C003762,Restaurant View
E0094694,C003342,Add To Cart
E0094695,C004167,App Open
E0094696,C001514,Checkout
E0094697,C002117,Checkout
E0094698,C003633,App Open
E0094699,C001477,Checkout
E0094700,C000517,Order Complete
E0094701,C001148,Checkout
E0094702,C002558,Menu View
E0094703,C003399,Checkout
E0094704,C004923,Checkout
E0094705,C001237,Add To Cart
E0094706,C002645,Add To Cart
E0094707,C000698,Checkout
E0094708,C001920,Order Complete
E0094709,C001588,Checkout
E0094710,C003752,Add To Cart
E0094711,C004692,Checkout
E0094712,C002680,Checkout
E0094713,C001339,Order Complete
E0094714,C001408,App Open
E0094715,C003581,Add To Cart
E0094716,C003449,Menu View
E0094717,C000007,Order Complete
E0094718,C002581,App Open
E0094719,C001595,Menu View
E0094720,C001069,Menu View
E0094721,C002879,App Open
E0094722,C003081,Add To Cart
E0094723,C004187,Checkout
E0094724,C003570,Restaurant View
E0094725,C003601,Menu View
E0094726,C004317,Restaurant View
E0094727,C002445,Order Complete
E0094728,C004720,Checkout
E0094729,C000229,App Open
E0094730,C003468,Menu View
E0094731,C000172,App Open
E0094732,C001311,Add To Cart
E0094733,C001945,Checkout
E0094734,C002007,Checkout
E0094735,C004974,Restaurant View
E0094736,C000091,App Open
E0094737,C001396,Order Complete
E0094738,C000905,Order Complete
E0094739,C001422,App Open
E0094740,C002893,App Open
E0094741,C000829,Restaurant View
E0094742,C001418,Add To Cart
E0094743,C004810,Checkout
E0094744,C001992,Add To Cart
E0094745,C000361,Checkout
E0094746,C000342,Menu View
E0094747,C003125,Add To Cart
E0094748,C000818,Order Complete
E0094749,C002725,Order Complete
E0094750,C004994,Menu View
E0094751,C001710,App Open
E0094752,C004837,Menu View
E0094753,C001349,Restaurant View
E0094754,C003900,Restaurant View
E0094755,C002036,App Open
E0094756,C000387,Restaurant View
E0094757,C003135,Add To Cart
E0094758,C002653,Restaurant View
E0094759,C000575,Restaurant View
E0094760,C004777,Menu View
E0094761,C000410,App Open
E0094762,C004505,App Open
E0094763,C001559,Menu View
E0094764,C004264,Restaurant View
E0094765,C000634,Restaurant View
E0094766,C003822,Menu View
E0094767,C002106,Checkout
E0094768,C001980,Add To Cart
