order_id,customer_id,restaurant_id,item_id,rider_id,order_datetime,quantity,order_amount,discount_amount,delivery_fee,final_amount,order_status
O0036542,C004778,R00983,M007593,D00051,2025-12-17 16:23:30,1,367,48,52,371,Delivered
O0036543,C000814,R00059,M013787,D00120,2025-07-03 19:58:03,3,2055,17,33,2071,Delivered
O0036544,C000509,R01304,M004949,D02615,2026-03-25 05:49:56,3,2073,40,49,2082,Delivered
O0036545,C002607,R00890,M005900,D03016,2026-06-12 16:43:46,1,447,19,26,454,Delivered
O0036546,C003222,R00928,M009977,D02604,2025-08-10 23:03:07,3,1251,45,35,1241,Delivered
O0036547,C004429,R01161,M004023,D03895,2025-10-31 22:30:05,4,1048,21,20,1047,Delivered
O0036548,C001982,R01018,M006425,D03920,2025-08-14 01:23:12,4,608,36,46,618,Delivered
O0036549,C004461,R00131,M002319,D01854,2026-01-23 22:09:56,3,1554,64,43,1533,Delivered
O0036550,C002424,R00800,M000986,D00953,2025-09-01 02:41:29,4,1736,12,57,1781,Delivered
O0036551,C004194,R00107,M011587,D03996,2025-09-17 18:41:41,4,2136,69,60,2127,Delivered
O0036552,C002668,R00381,M013780,D03660,2026-03-01 07:53:41,1,622,100,20,542,Delivered
O0036553,C004173,R00309,M006774,D03029,2025-07-30 13:15:27,1,232,28,52,256,Delivered
O0036554,C000286,R00671,M012902,D02097,2025-08-26 04:57:46,4,1864,24,23,1863,Delivered
O0036555,C004664,R01213,M000219,D03899,2025-12-07 05:06:00,1,514,74,46,486,Delivered
O0036556,C000470,R00321,M010122,D02397,2026-03-12 17:12:00,2,442,37,37,442,Delivered
O0036557,C001790,R00446,M004330,D01935,2025-09-28 03:05:04,2,1176,95,39,1120,Delivered
O0036558,C001731,R00384,M002722,D00549,2025-09-14 03:33:49,1,473,43,38,468,Delivered
O0036559,C002267,R00030,M004242,D03923,2025-06-26 03:47:43,1,648,98,25,575,Delivered
O0036560,C003895,R00290,M004860,D01508,2025-10-09 04:23:27,4,2056,32,29,2053,Delivered
O0036561,C000547,R00587,M004813,D02641,2026-05-23 21:27:47,2,456,36,42,462,Delivered
O0036562,C000113,R01436,M006911,D02398,2026-02-13 14:25:57,3,1764,76,20,1708,Delivered
O0036563,C000963,R01043,M012407,D02029,2026-01-05 05:36:01,3,564,39,59,584,Delivered
O0036564,C000515,R00579,M010700,D02702,2026-02-19 07:20:30,1,302,67,59,294,Delivered
O0036565,C002024,R01228,M014751,D01196,2025-06-20 09:29:45,4,1056,37,20,1039,Delivered
O0036566,C002781,R01014,M004128,D03437,2025-09-22 21:02:39,3,1785,0,35,1820,Delivered
O0036567,C001579,R00782,M004589,D03582,2026-01-17 22:07:42,2,340,60,38,318,Delivered
O0036568,C004539,R00338,M004313,D01665,2026-02-22 23:53:45,4,2116,38,24,2102,Delivered
O0036569,C003737,R00179,M008925,D00590,2025-09-21 11:35:06,2,730,56,38,712,Delivered
O0036570,C002041,R00417,M004590,D00337,2025-08-27 18:07:18,1,124,25,23,122,Delivered
O0036571,C004071,R01226,M009635,D01240,2025-06-18 21:54:59,2,580,36,39,583,Delivered
O0036572,C003792,R00459,M013916,D02645,2026-05-30 04:34:56,2,188,39,53,202,Delivered
O0036573,C004097,R00177,M012559,D03532,2026-02-23 14:07:39,2,898,46,36,888,Delivered
O0036574,C000793,R01297,M003478,D00310,2025-08-07 04:13:28,1,602,44,48,606,Delivered
O0036575,C004182,R01369,M006731,D00909,2026-01-08 18:59:03,4,2644,37,50,2657,Delivered
O0036576,C002053,R00142,M014667,D02141,2025-07-25 05:25:07,3,339,28,20,331,Delivered
O0036577,C004753,R00464,M010714,D00245,2025-07-14 18:37:07,2,422,51,52,423,Delivered
O0036578,C002523,R00745,M003929,D02648,2026-05-17 15:54:55,4,2424,35,24,2413,Delivered
O0036579,C001402,R00776,M005904,D03087,2026-05-18 22:01:39,4,1708,24,37,1721,Delivered
O0036580,C002703,R00551,M007239,D01335,2025-10-20 23:43:03,3,1536,21,42,1557,Delivered
O0036581,C001219,R00003,M010678,D01381,2026-06-07 09:40:19,4,860,68,27,819,Delivered
O0036582,C001101,R01314,M005832,D02352,2025-07-01 01:19:54,3,1722,43,29,1708,Delivered
O0036583,C000344,R00940,M002001,D01278,2025-08-13 19:32:25,1,694,20,28,702,Delivered
O0036584,C003882,R00144,M003673,D02882,2025-07-17 07:00:07,3,1350,50,23,1323,Delivered
O0036585,C004688,R01362,M003274,D00432,2026-05-23 19:51:39,2,764,58,58,764,Delivered
O0036586,C000417,R01199,M011033,D02295,2026-03-05 21:47:48,1,495,33,37,499,Delivered
O0036587,C002814,R00934,M001578,D00285,2026-03-06 13:33:21,4,1228,40,52,1240,Delivered
O0036588,C002691,R00531,M009640,D01005,2025-12-11 09:38:01,1,421,80,44,385,Delivered
O0036589,C002915,R01440,M009716,D02462,2025-08-25 09:28:41,1,589,65,57,581,Delivered
O0036590,C000627,R00650,M010834,D01526,2025-12-06 19:32:46,4,1428,71,21,1378,Delivered
O0036591,C000269,R00620,M011410,D00470,2025-09-19 02:02:38,1,543,90,42,495,Delivered
O0036592,C002464,R01074,M000876,D00093,2026-04-23 14:58:43,1,403,39,45,409,Delivered
O0036593,C001313,R01457,M000477,D03250,2026-04-20 02:31:45,4,444,45,43,442,Delivered
O0036594,C002561,R00556,M013044,D01599,2025-10-01 09:38:13,3,1104,31,59,1132,Delivered
O0036595,C001059,R00042,M002274,D00467,2025-12-12 01:36:41,4,576,10,53,619,Delivered
O0036596,C004673,R01110,M009258,D02749,2025-06-27 17:21:54,3,1311,42,46,1315,Delivered
O0036597,C001488,R01280,M014389,D01740,2025-09-28 21:45:10,1,102,25,56,133,Delivered
O0036598,C003253,R00258,M010557,D01374,2025-11-23 09:52:24,3,1710,99,39,1650,Delivered
O0036599,C001938,R00319,M013029,D01250,2025-08-05 19:27:59,2,1176,29,49,1196,Delivered
O0036600,C003593,R00890,M012224,D01279,2026-06-08 12:05:31,2,862,83,47,826,Delivered
O0036601,C002915,R00275,M011523,D00291,2025-12-26 16:18:40,1,503,57,50,496,Delivered
O0036602,C002368,R00898,M008277,D01609,2026-02-18 08:54:18,1,647,34,35,648,Delivered
O0036603,C000864,R01069,M008681,D03489,2026-03-07 21:22:25,4,1848,17,52,1883,Delivered
O0036604,C001864,R01452,M007436,D03390,2026-05-19 07:09:20,1,655,71,24,608,Delivered
O0036605,C001243,R01133,M002253,D00217,2026-01-23 16:50:37,4,1924,15,35,1944,Delivered
O0036606,C003588,R00270,M003672,D03890,2026-06-08 14:03:30,4,804,27,54,831,Delivered
O0036607,C002874,R00123,M000206,D02775,2026-05-20 06:52:53,2,684,66,44,662,Delivered
O0036608,C002170,R00692,M009576,D03611,2026-04-11 04:18:56,1,363,58,38,343,Delivered
O0036609,C002001,R00489,M009054,D00646,2026-04-07 11:55:09,1,341,23,51,369,Delivered
O0036610,C003174,R00747,M009135,D02788,2025-07-17 15:48:22,1,164,87,35,112,Delivered
O0036611,C001511,R00161,M010527,D03486,2026-01-27 23:17:25,1,564,86,58,536,Delivered
O0036612,C003430,R00146,M004565,D03931,2026-02-07 14:25:21,2,210,49,31,192,Delivered
O0036613,C001808,R00102,M007806,D00579,2026-01-07 01:07:30,2,660,61,25,624,Delivered
O0036614,C001746,R00765,M009059,D00851,2025-12-19 21:08:18,2,488,34,50,504,Delivered
O0036615,C003931,R00090,M002862,D00774,2026-06-13 16:56:37,1,244,10,27,261,Delivered
O0036616,C004748,R00587,M008447,D01418,2025-09-27 05:35:13,1,80,22,39,97,Delivered
O0036617,C003088,R01301,M012603,D01797,2026-02-26 14:03:16,3,2094,14,28,2108,Delivered
O0036618,C003024,R00075,M009719,D00435,2026-06-02 10:41:15,1,160,17,51,194,Delivered
O0036619,C003625,R00409,M001468,D03888,2025-10-31 08:17:26,2,856,13,55,898,Delivered
O0036620,C001422,R00196,M013595,D02043,2026-02-23 19:30:23,3,840,55,32,817,Delivered
O0036621,C002869,R00408,M002884,D00785,2025-09-07 20:46:44,3,963,35,25,953,Delivered
O0036622,C004216,R00601,M007488,D00172,2025-11-28 01:52:13,3,741,24,32,749,Delivered
O0036623,C000502,R01488,M013194,D00448,2025-07-13 08:30:48,4,1200,61,54,1193,Delivered
O0036624,C004287,R00954,M010323,D02871,2026-05-09 11:47:32,2,432,51,55,436,Delivered
O0036625,C004583,R00982,M014533,D02046,2025-09-19 14:51:01,4,2512,30,37,2519,Delivered
O0036626,C001158,R00815,M002203,D03787,2025-08-30 09:43:59,4,1176,38,24,1162,Delivered
O0036627,C001582,R00297,M010315,D03628,2025-10-01 19:11:46,1,396,38,24,382,Delivered
O0036628,C000452,R00116,M000764,D03471,2025-10-30 11:57:14,1,270,48,55,277,Delivered
O0036629,C003602,R01499,M001825,D03125,2025-06-29 16:39:43,2,162,49,59,172,Delivered
O0036630,C004881,R00363,M013834,D01007,2025-12-25 05:08:19,2,1340,8,33,1365,Delivered
O0036631,C002530,R01129,M009601,D01794,2025-07-11 16:28:03,4,424,62,43,405,Delivered
O0036632,C003288,R00672,M000712,D03566,2026-04-30 01:42:58,3,1134,70,27,1091,Delivered
O0036633,C003097,R00148,M003638,D01285,2025-07-19 14:33:07,2,890,94,59,855,Delivered
O0036634,C001422,R01086,M000960,D00682,2025-09-08 00:47:35,4,1832,87,45,1790,Delivered
O0036635,C001151,R00548,M007671,D03624,2025-12-23 12:54:26,2,602,13,27,616,Delivered
O0036636,C004670,R00122,M011533,D01392,2025-10-27 15:26:20,2,468,60,24,432,Delivered
O0036637,C002617,R00312,M000673,D03678,2026-05-24 12:49:09,3,1206,46,30,1190,Delivered
O0036638,C002678,R01024,M001661,D00802,2026-04-26 01:55:53,1,558,28,34,564,Delivered
O0036639,C002072,R00660,M009934,D00688,2025-07-25 15:32:25,2,1124,45,40,1119,Delivered
O0036640,C003961,R01248,M013602,D01862,2025-07-30 02:20:15,1,309,38,37,308,Delivered
O0036641,C001018,R01096,M002571,D02989,2025-08-21 11:37:29,2,862,6,46,902,Delivered
O0036642,C004333,R00908,M005600,D01697,2025-11-04 20:35:00,4,2536,26,33,2543,Delivered
O0036643,C001245,R00653,M005223,D00576,2025-12-03 22:50:13,4,432,28,40,444,Delivered
O0036644,C002702,R01403,M013437,D02717,2025-09-04 03:37:48,3,1437,16,57,1478,Delivered
O0036645,C002321,R00755,M010684,D01947,2025-10-03 18:09:56,4,2132,52,31,2111,Delivered
O0036646,C002053,R00992,M001572,D03915,2026-03-17 18:26:29,2,600,30,29,599,Delivered
O0036647,C000082,R00513,M008650,D02429,2026-06-02 19:36:35,2,1068,61,37,1044,Delivered
O0036648,C004456,R00394,M008655,D03062,2026-05-13 03:18:18,4,848,11,38,875,Delivered
O0036649,C001283,R01372,M001827,D03531,2025-10-07 18:13:43,2,1398,51,24,1371,Delivered
O0036650,C001403,R01022,M006702,D01862,2026-04-28 01:12:13,1,203,43,49,209,Delivered
O0036651,C004172,R00079,M008881,D03049,2026-01-03 15:22:57,3,588,70,56,574,Delivered
O0036652,C004853,R01195,M002991,D01232,2026-05-21 01:00:55,4,544,16,47,575,Delivered
O0036653,C003851,R00851,M010264,D03342,2026-03-22 01:40:38,2,1198,48,50,1200,Delivered
O0036654,C001030,R01438,M002798,D00518,2026-04-20 05:12:14,3,651,33,56,674,Delivered
O0036655,C000351,R00261,M010904,D03592,2026-02-23 20:19:08,4,484,42,35,477,Delivered
O0036656,C001584,R01254,M009741,D02682,2026-02-01 14:11:54,1,169,41,52,180,Delivered
O0036657,C002256,R01363,M011100,D02314,2026-02-15 02:31:07,2,1238,67,39,1210,Delivered
O0036658,C001661,R01113,M001887,D02578,2026-04-13 19:00:49,1,233,81,25,177,Delivered
O0036659,C000105,R00853,M006842,D03767,2026-03-17 13:55:17,1,649,45,42,646,Delivered
O0036660,C001813,R00635,M007972,D02692,2025-09-25 18:17:42,3,1986,64,60,1982,Delivered
O0036661,C003080,R00641,M007028,D01538,2025-07-22 07:31:09,4,2420,22,23,2421,Delivered
O0036662,C000545,R01476,M006709,D03722,2026-04-01 01:58:28,2,754,87,26,693,Delivered
O0036663,C001754,R00097,M013298,D02590,2026-03-16 15:20:58,4,544,83,38,499,Delivered
O0036664,C004020,R00047,M007066,D02176,2025-10-29 17:04:44,1,369,59,44,354,Delivered
O0036665,C003718,R01251,M012531,D02548,2025-09-26 04:50:36,2,416,19,27,424,Delivered
O0036666,C001337,R00087,M005237,D01301,2026-02-26 20:03:12,3,342,51,60,351,Delivered
O0036667,C001428,R00193,M007461,D03605,2026-05-02 12:13:52,4,660,44,37,653,Delivered
O0036668,C000255,R00488,M008506,D03690,2025-06-18 07:40:40,3,870,25,23,868,Delivered
O0036669,C001385,R00995,M013939,D01654,2026-06-09 07:49:56,3,1458,14,39,1483,Delivered
O0036670,C004814,R00942,M011344,D00310,2026-01-19 15:26:28,3,240,30,41,251,Delivered
O0036671,C002639,R00780,M005910,D01643,2025-09-21 01:15:20,2,1392,27,32,1397,Delivered
O0036672,C004062,R01435,M002449,D01020,2025-06-22 12:50:14,1,652,49,49,652,Delivered
O0036673,C002386,R01216,M011293,D01614,2025-07-24 07:26:26,3,1245,50,24,1219,Delivered
O0036674,C003477,R00648,M011837,D01443,2026-06-16 21:12:01,1,173,71,54,156,Delivered
O0036675,C004036,R01462,M002177,D00989,2025-09-25 23:53:52,1,372,65,47,354,Delivered
O0036676,C001692,R01252,M001379,D01489,2025-09-12 04:45:25,3,1767,28,53,1792,Delivered
O0036677,C004182,R01174,M012946,D00764,2025-08-28 13:03:44,3,378,68,36,346,Delivered
O0036678,C003272,R00969,M002945,D01935,2025-08-18 16:55:26,1,640,20,21,641,Delivered
O0036679,C000131,R00111,M003444,D03964,2025-12-09 20:00:20,4,1460,10,55,1505,Delivered
O0036680,C004777,R00692,M011847,D00766,2026-04-14 23:48:53,4,2768,57,56,2767,Delivered
O0036681,C004181,R00957,M006257,D02206,2026-03-03 03:03:45,4,396,65,40,371,Delivered
O0036682,C002306,R01433,M006395,D00179,2026-05-13 02:58:29,3,1971,30,43,1984,Cancelled
O0036683,C000799,R00534,M003452,D01827,2026-03-28 04:59:58,1,377,8,40,409,Delivered
O0036684,C002352,R01271,M002782,D03127,2025-09-09 05:08:48,4,1256,74,57,1239,Delivered
O0036685,C001515,R00367,M000141,D02626,2026-05-24 03:55:29,2,612,10,34,636,Delivered
O0036686,C004829,R00800,M000117,D01346,2026-05-30 18:08:50,3,612,32,30,610,Delivered
O0036687,C000265,R01333,M003987,D00958,2026-02-16 03:37:55,4,1880,39,47,1888,Delivered
O0036688,C004698,R01201,M003052,D03961,2025-11-04 09:46:55,1,667,40,42,669,Delivered
O0036689,C003466,R00032,M013399,D03699,2025-09-16 08:42:40,2,1040,19,58,1079,Delivered
O0036690,C000030,R00139,M008125,D03524,2025-06-30 05:38:09,4,2064,1,52,2115,Delivered
O0036691,C003473,R01220,M003575,D01743,2026-02-10 03:38:11,4,2252,18,53,2287,Delivered
O0036692,C004588,R00941,M013385,D00194,2026-01-16 14:58:31,4,1988,19,37,2006,Delivered
O0036693,C003292,R01024,M003779,D00135,2025-11-24 23:44:45,3,330,25,34,339,Delivered
O0036694,C004837,R00205,M006625,D03425,2025-09-14 16:51:59,2,1194,95,57,1156,Delivered
O0036695,C004872,R01228,M014269,D03762,2026-03-11 20:19:00,2,446,31,42,457,Delivered
O0036696,C002226,R00474,M013482,D01600,2026-02-08 20:19:53,1,480,20,47,507,Delivered
O0036697,C002948,R00195,M008028,D03518,2026-02-05 12:22:06,2,410,53,20,377,Delivered
O0036698,C001850,R01235,M008718,D01428,2026-03-20 18:11:58,2,950,42,28,936,Delivered
O0036699,C003121,R00277,M005131,D01784,2025-10-14 13:13:14,1,565,38,57,584,Delivered
O0036700,C002836,R01442,M014065,D03682,2025-11-15 18:50:29,4,2240,23,37,2254,Cancelled
O0036701,C000554,R00949,M013513,D02336,2025-11-12 12:19:10,1,84,40,43,87,Delivered
O0036702,C003737,R00293,M008399,D01952,2025-12-22 08:38:35,4,768,74,43,737,Delivered
O0036703,C002048,R00205,M006625,D00669,2025-07-01 16:26:01,4,2388,21,22,2389,Delivered
O0036704,C002442,R00310,M013504,D01271,2025-07-05 12:56:57,2,968,16,60,1012,Delivered
O0036705,C003495,R00557,M005816,D01021,2025-11-27 19:00:51,4,2040,72,21,1989,Delivered
O0036706,C004580,R01268,M002612,D02304,2026-02-07 06:23:00,3,1539,42,55,1552,Delivered
O0036707,C000872,R00076,M014536,D00679,2026-04-02 18:38:33,2,1216,32,53,1237,Delivered
O0036708,C003973,R01287,M002622,D01611,2025-12-02 22:20:06,3,1797,34,53,1816,Delivered
O0036709,C003613,R00969,M002945,D00078,2026-04-11 06:57:19,4,2560,23,25,2562,Delivered
O0036710,C001120,R01493,M007715,D02887,2025-06-22 09:33:03,4,1372,52,35,1355,Delivered
O0036711,C004265,R00066,M007951,D01181,2026-01-08 04:18:37,1,276,28,57,305,Delivered
O0036712,C004200,R00208,M013920,D01398,2026-01-10 15:52:32,1,156,30,32,158,Delivered
O0036713,C001496,R01247,M006642,D01747,2025-06-18 17:52:57,4,1104,13,20,1111,Delivered
O0036714,C003322,R00257,M004756,D00580,2026-04-01 06:08:32,1,155,48,35,142,Delivered
O0036715,C004926,R01343,M002567,D00349,2025-11-27 00:57:16,2,1152,50,35,1137,Delivered
O0036716,C003606,R01260,M014765,D03717,2025-09-08 01:38:11,3,786,27,39,798,Delivered
O0036717,C002899,R01049,M003564,D00783,2025-06-27 04:09:22,1,571,12,45,604,Delivered
O0036718,C000363,R00635,M007972,D01563,2026-05-18 05:37:42,2,1324,69,47,1302,Delivered
O0036719,C003046,R01030,M013810,D01225,2025-08-11 00:35:50,4,748,52,43,739,Delivered
O0036720,C002032,R00107,M008324,D03151,2025-10-27 11:23:57,4,1900,30,27,1897,Delivered
O0036721,C000682,R00535,M002429,D02939,2026-02-24 20:29:37,3,1956,51,22,1927,Delivered
O0036722,C002370,R01395,M003501,D03370,2026-02-26 18:02:03,3,1902,29,34,1907,Delivered
O0036723,C004323,R00309,M006774,D01496,2025-09-17 19:53:17,1,232,44,31,219,Delivered
O0036724,C004252,R00309,M006774,D03144,2025-07-19 03:57:15,2,464,10,21,475,Delivered
O0036725,C000674,R00669,M013561,D01847,2025-07-06 01:51:02,1,156,15,40,181,Delivered
O0036726,C001758,R01011,M006811,D01435,2025-10-19 04:07:04,1,520,28,60,552,Delivered
O0036727,C003274,R00679,M011167,D02931,2026-02-19 14:13:10,3,1149,43,32,1138,Delivered
O0036728,C004601,R01240,M012103,D03375,2026-04-26 18:19:38,1,272,40,54,286,Cancelled
O0036729,C003275,R01000,M006274,D03291,2026-04-04 20:52:25,1,197,62,31,166,Delivered
O0036730,C001835,R01194,M014196,D03810,2025-08-27 16:22:51,4,2200,10,49,2239,Delivered
O0036731,C002600,R01285,M007348,D00143,2025-08-24 19:35:27,3,1116,44,20,1092,Delivered
O0036732,C004750,R00879,M000012,D02878,2026-05-26 19:00:09,4,2224,48,22,2198,Delivered
O0036733,C001433,R00827,M007930,D03272,2026-04-30 00:46:13,2,364,70,38,332,Delivered
O0036734,C003696,R00419,M000295,D00560,2026-02-09 09:30:57,4,540,96,25,469,Delivered
O0036735,C000719,R00340,M014241,D00264,2026-05-29 16:14:05,2,346,40,24,330,Delivered
O0036736,C004121,R00584,M012735,D00851,2025-07-04 18:42:32,2,490,21,31,500,Delivered
O0036737,C001199,R00529,M001841,D03557,2026-06-06 03:37:25,2,932,12,57,977,Delivered
O0036738,C000516,R00184,M013733,D01121,2025-08-21 07:25:21,1,291,88,59,262,Delivered
O0036739,C004049,R00676,M005695,D03338,2025-08-10 11:00:20,1,550,66,34,518,Delivered
O0036740,C001022,R00760,M012575,D00520,2025-11-07 12:04:52,4,1108,89,40,1059,Delivered
O0036741,C002574,R00554,M014255,D03190,2026-05-30 02:44:05,1,504,47,28,485,Delivered
O0036742,C001729,R01022,M013970,D03431,2025-09-14 19:05:47,1,451,26,40,465,Delivered
O0036743,C004868,R00291,M007060,D01676,2026-03-27 03:27:12,4,2704,41,49,2712,Delivered
O0036744,C003993,R01390,M006803,D01372,2026-02-07 20:44:56,2,1376,49,49,1376,Delivered
O0036745,C004248,R00632,M008340,D01647,2026-04-09 14:31:04,1,594,32,38,600,Delivered
O0036746,C001812,R01206,M001715,D02753,2026-02-25 01:17:52,2,1046,71,37,1012,Delivered
O0036747,C001377,R00672,M006260,D03030,2025-09-28 06:38:53,4,412,27,25,410,Delivered
O0036748,C004544,R01121,M002713,D00713,2025-12-03 11:47:41,4,1468,16,43,1495,Delivered
O0036749,C000783,R00519,M003290,D02319,2026-01-10 10:25:38,3,1422,0,52,1474,Delivered
O0036750,C000719,R00476,M011598,D00306,2026-06-01 16:43:46,1,184,31,50,203,Delivered
O0036751,C004410,R00549,M014811,D02221,2025-07-28 08:55:15,2,778,45,57,790,Delivered
O0036752,C000351,R01259,M003164,D00763,2026-05-05 09:37:17,3,435,27,43,451,Delivered
O0036753,C002787,R00192,M006829,D00162,2025-12-14 06:06:19,2,352,57,56,351,Delivered
O0036754,C002999,R00880,M008640,D02724,2025-08-09 11:12:11,2,1068,38,55,1085,Delivered
O0036755,C001101,R01478,M008717,D01237,2025-09-24 18:33:44,1,529,46,57,540,Delivered
O0036756,C004402,R01103,M010305,D03000,2025-12-24 13:24:36,1,652,21,51,682,Delivered
O0036757,C000143,R00494,M011126,D01304,2025-08-21 23:50:30,4,1160,88,20,1092,Delivered
O0036758,C002474,R00582,M006255,D02697,2025-09-17 09:35:55,2,214,34,58,238,Delivered
O0036759,C000225,R00336,M005792,D01911,2026-06-14 16:41:59,4,1860,19,29,1870,Delivered
O0036760,C000029,R01408,M004427,D03663,2026-04-05 12:35:57,4,840,14,55,881,Delivered
O0036761,C002903,R00313,M013762,D03251,2026-02-21 14:38:07,2,1248,41,33,1240,Delivered
O0036762,C000224,R00378,M003762,D00092,2026-04-03 14:27:15,2,554,93,47,508,Delivered
O0036763,C002182,R01064,M009129,D03270,2026-02-13 11:37:23,4,1268,9,40,1299,Delivered
O0036764,C000102,R00538,M006529,D02211,2025-07-15 07:03:11,2,776,45,32,763,Delivered
O0036765,C001022,R00768,M014563,D00110,2026-04-18 10:40:32,2,580,98,58,540,Delivered
O0036766,C000173,R00892,M014130,D01325,2026-03-10 12:36:45,1,131,85,53,99,Delivered
O0036767,C000784,R00599,M012877,D01702,2026-04-24 06:51:16,4,2548,18,28,2558,Delivered
O0036768,C001262,R00471,M012265,D00707,2026-03-02 07:47:01,4,2116,79,57,2094,Delivered
O0036769,C000261,R00068,M003954,D03803,2025-09-12 21:45:14,3,1836,43,42,1835,Delivered
O0036770,C000468,R00470,M005407,D02551,2026-04-15 22:59:28,2,1302,16,60,1346,Delivered
O0036771,C003595,R00937,M002266,D01263,2025-10-16 11:29:52,4,1364,32,38,1370,Delivered
O0036772,C001007,R01332,M013319,D01635,2025-10-21 17:06:25,3,492,13,30,509,Delivered
O0036773,C003075,R00212,M008574,D00929,2025-08-04 00:48:30,4,1028,78,57,1007,Delivered
O0036774,C000904,R00581,M005397,D01131,2026-04-17 20:38:00,2,920,50,38,908,Delivered
O0036775,C001710,R00961,M014836,D00748,2026-03-25 02:20:08,3,1281,23,28,1286,Delivered
O0036776,C002922,R00157,M009299,D00489,2026-04-21 13:40:03,2,254,47,26,233,Delivered
O0036777,C002750,R00516,M010795,D00683,2026-01-21 13:33:47,1,80,39,32,73,Delivered
O0036778,C003671,R01456,M014067,D02944,2026-01-12 05:10:52,1,557,27,50,580,Delivered
O0036779,C002890,R00955,M008105,D00315,2026-05-11 18:29:06,1,664,22,44,686,Delivered
O0036780,C001381,R00193,M012630,D03799,2026-04-01 18:27:12,4,348,80,28,296,Delivered
O0036781,C003550,R00640,M001947,D01915,2026-05-30 04:57:58,4,1812,88,28,1752,Delivered
O0036782,C000020,R00285,M014691,D03255,2025-09-29 07:53:44,2,404,65,34,373,Delivered
O0036783,C003457,R00825,M007260,D02074,2026-04-05 11:57:42,3,1656,44,22,1634,Delivered
O0036784,C004651,R00562,M012228,D03864,2026-02-01 11:06:01,1,665,70,33,628,Delivered
O0036785,C004269,R00793,M008512,D03059,2025-12-20 09:20:25,4,480,17,28,491,Delivered
O0036786,C001321,R01309,M011204,D01964,2026-02-03 11:03:31,3,555,53,40,542,Delivered
O0036787,C003625,R00965,M004279,D00534,2026-04-09 19:10:05,1,597,17,28,608,Delivered
O0036788,C004104,R00007,M008534,D00175,2026-06-13 18:32:12,3,792,46,58,804,Cancelled
O0036789,C001349,R00944,M010053,D03297,2025-07-27 10:52:19,4,2636,56,56,2636,Delivered
O0036790,C003847,R00957,M009508,D01094,2025-06-21 17:05:38,2,1352,34,48,1366,Delivered
O0036791,C004197,R00630,M004480,D03455,2026-04-24 14:14:44,1,559,37,43,565,Delivered
O0036792,C002122,R01416,M010820,D03949,2026-02-07 15:26:56,1,633,13,50,670,Delivered
O0036793,C002526,R00126,M010218,D00718,2026-02-17 05:42:14,3,795,0,26,821,Delivered
O0036794,C002812,R00263,M011039,D02889,2025-12-04 19:56:58,1,175,1,59,233,Delivered
O0036795,C002965,R01452,M012147,D01855,2026-03-19 09:22:58,4,2728,63,47,2712,Delivered
O0036796,C004186,R00074,M006572,D03755,2025-10-24 15:20:33,3,1293,50,44,1287,Delivered
O0036797,C001307,R01455,M001701,D01364,2025-06-30 14:57:15,4,1976,93,27,1910,Delivered
O0036798,C001902,R00858,M001394,D00908,2025-09-09 12:50:36,1,123,31,56,148,Delivered
O0036799,C002709,R00316,M001028,D00921,2025-09-28 00:44:48,3,1941,55,38,1924,Delivered
O0036800,C003290,R00817,M010738,D01390,2026-04-19 08:47:26,4,1448,12,53,1489,Delivered
O0036801,C003998,R00486,M003094,D00815,2025-12-14 02:33:03,1,676,61,23,638,Delivered
O0036802,C002805,R01151,M000919,D02115,2026-04-20 12:40:42,2,810,47,51,814,Delivered
O0036803,C000442,R00142,M000795,D01615,2025-11-27 20:56:41,3,1257,13,58,1302,Delivered
O0036804,C001349,R01342,M007012,D03771,2025-12-19 22:54:37,2,934,57,35,912,Delivered
O0036805,C000688,R00163,M007358,D00801,2025-08-29 06:37:54,3,1572,49,50,1573,Delivered
O0036806,C003582,R01303,M007909,D00492,2025-12-01 16:19:09,2,332,6,53,379,Delivered
O0036807,C001610,R00205,M013015,D00120,2026-04-05 01:32:51,2,468,92,46,422,Delivered
O0036808,C003068,R01271,M002782,D02046,2025-11-21 07:53:21,3,942,19,56,979,Delivered
O0036809,C003230,R00517,M007128,D01392,2026-02-10 23:24:16,2,1316,57,26,1285,Delivered
O0036810,C003077,R01223,M009887,D03858,2026-05-12 14:09:56,4,2452,42,49,2459,Delivered
O0036811,C000572,R00820,M011777,D00732,2025-11-30 22:08:59,2,1022,28,48,1042,Delivered
O0036812,C001988,R01400,M008670,D00285,2025-09-10 01:00:34,3,1323,15,56,1364,Delivered
O0036813,C004394,R00137,M003744,D02829,2026-03-04 12:25:42,3,807,74,35,768,Cancelled
O0036814,C000933,R00239,M000204,D01059,2025-09-02 09:29:28,3,831,67,59,823,Delivered
O0036815,C002670,R00549,M014880,D00576,2026-03-06 16:21:23,2,472,21,25,476,Delivered
O0036816,C001702,R00383,M012321,D04000,2026-06-17 15:03:58,4,2536,27,36,2545,Delivered
O0036817,C001414,R00097,M005006,D01937,2026-02-11 01:36:44,4,2464,40,42,2466,Delivered
O0036818,C001521,R00468,M013829,D03137,2025-09-02 11:49:08,1,168,57,30,141,Delivered
O0036819,C001631,R00989,M007848,D00471,2025-11-27 14:16:02,2,490,89,46,447,Delivered
O0036820,C001461,R00037,M010829,D00436,2026-05-06 00:51:55,1,221,93,29,157,Delivered
